"activity" "subject.id" "tBodyAcc.mean.X" "tBodyAcc.mean.Y" "tBodyAcc.mean.Z" "tBodyAcc.std.X" "tBodyAcc.std.Y" "tBodyAcc.std.Z" "tGravityAcc.mean.X" "tGravityAcc.mean.Y" "tGravityAcc.mean.Z" "tGravityAcc.std.X" "tGravityAcc.std.Y" "tGravityAcc.std.Z" "tBodyAccJerk.mean.X" "tBodyAccJerk.mean.Y" "tBodyAccJerk.mean.Z" "tBodyAccJerk.std.X" "tBodyAccJerk.std.Y" "tBodyAccJerk.std.Z" "tBodyGyro.mean.X" "tBodyGyro.mean.Y" "tBodyGyro.mean.Z" "tBodyGyro.std.X" "tBodyGyro.std.Y" "tBodyGyro.std.Z" "tBodyGyroJerk.mean.X" "tBodyGyroJerk.mean.Y" "tBodyGyroJerk.mean.Z" "tBodyGyroJerk.std.X" "tBodyGyroJerk.std.Y" "tBodyGyroJerk.std.Z" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAcc.mean.X" "fBodyAcc.mean.Y" "fBodyAcc.mean.Z" "fBodyAcc.std.X" "fBodyAcc.std.Y" "fBodyAcc.std.Z" "fBodyAccJerk.mean.X" "fBodyAccJerk.mean.Y" "fBodyAccJerk.mean.Z" "fBodyAccJerk.std.X" "fBodyAccJerk.std.Y" "fBodyAccJerk.std.Z" "fBodyGyro.mean.X" "fBodyGyro.mean.Y" "fBodyGyro.mean.Z" "fBodyGyro.std.X" "fBodyGyro.std.Y" "fBodyGyro.std.Z" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyBodyAccJerkMag.mean" "fBodyBodyAccJerkMag.std" "fBodyBodyGyroMag.mean" "fBodyBodyGyroMag.std" "fBodyBodyGyroJerkMag.mean" "fBodyBodyGyroJerkMag.std"
"SITTING" 19 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.531507362111361 -0.599552767486306 -0.531507362111361 -0.599552767486306 -0.5762252472125 -0.601918552871944 -0.548919668132222 -0.610093380740278 -0.683436541824444 -0.7255986988425 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.728521901498861 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.694729075491667 -0.556404444967972 -0.689860920113889 -0.576064647812278 -0.641089005857778 -0.636287999799167 -0.662325968145833 -0.719519008752778 -0.754223739441667
"SITTING" 21 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.701642028499559 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181373 -0.620309259553676 -0.6601960145 -0.620309259553676 -0.6601960145 -0.703461275879657 -0.680069218953922 -0.693779224517157 -0.761303119652451 -0.807817403137255 -0.82408989995098 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.675588192778676 -0.71641413145049 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.674102360655147 -0.794922813673627 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.771388318823529 -0.728319304730637 -0.658664719514706 -0.714345739215931 -0.679742584809363 -0.683725127418382 -0.776473060171569 -0.793158526279412 -0.826275026053922 -0.834949863259804
"SITTING" 22 0.279241531908081 -0.0168623073762273 -0.108558951083333 -0.631563159137374 -0.593370593093586 -0.719165341207576 0.675242930959596 0.0235808363131313 0.236637160405404 -0.970886422525252 -0.964866300237374 -0.945237536671717 0.0847162929146465 0.0189573433473737 -0.00354166441267677 -0.66465053739798 -0.649008826582323 -0.811609738686869 -0.0122820553981818 -0.0909878213994949 0.0846177356545455 -0.743170551461616 -0.836307422323232 -0.720618809515152 -0.106045772136364 -0.0372238262065657 -0.0543623901222222 -0.760885591313131 -0.898549452979798 -0.790942774393939 -0.597799544011717 -0.674728311182828 -0.597799544011717 -0.674728311182828 -0.687293447142929 -0.671919866238182 -0.704296113121212 -0.732423163577273 -0.838758636363636 -0.862669919242424 -0.672665603776768 -0.606166993241414 -0.750810842838384 -0.617357217010101 -0.613102962343434 -0.724294244810606 -0.680088110645454 -0.65888895869697 -0.795524533080808 -0.678917860634848 -0.663075714679899 -0.826747967929293 -0.700048715979798 -0.844099768484848 -0.712700262257576 -0.758195876909091 -0.83351028510101 -0.749282657878788 -0.657999241032323 -0.736639079823232 -0.667449371934343 -0.680648314314646 -0.781388848888889 -0.748109782232323 -0.865397185555556 -0.870345470454545
"STANDING" 18 0.276177377784431 -0.0172818741561907 -0.107940757511976 -0.667932305209581 -0.599095553763473 -0.679216670329341 0.694792777095808 -0.0010301843263473 0.255637329086826 -0.978742766586826 -0.968999955598802 -0.958147490299401 0.0776448301356287 0.0129534445262126 0.000886467423302994 -0.711725557065868 -0.711788469131737 -0.834520665329341 -0.038430136020509 -0.0672248771926647 0.0913241464640719 -0.791426443721557 -0.759370761556886 -0.72614680991018 -0.0940621740320958 -0.0445622527458084 -0.0571652014122156 -0.830920002934132 -0.874371824640719 -0.825666964760479 -0.630947459700599 -0.665011683643713 -0.630947459700599 -0.665011683643713 -0.73320719751497 -0.723788786335329 -0.693434577904192 -0.760315278287425 -0.84851863011976 -0.879781879790419 -0.689453051047904 -0.637957449640719 -0.742231387634731 -0.660489537904192 -0.605510423961078 -0.672541676278443 -0.728496455928144 -0.723907683083832 -0.819222532994012 -0.720203372035928 -0.718398453652695 -0.848506493113772 -0.772855463736527 -0.801441592754491 -0.737016020538922 -0.799760555973054 -0.74032145739521 -0.748592744401198 -0.673154380637725 -0.713137798532934 -0.720747618404192 -0.729163423712575 -0.802962549161677 -0.775670438287425 -0.875441210479042 -0.894709025422156
"STANDING" 20 0.273849959919192 -0.0192867074389394 -0.111651090326263 -0.650788909160606 -0.456259753985354 -0.630893001863636 0.657243899191919 -0.0686181655555556 0.238626177515152 -0.958324946717172 -0.953576080606061 -0.93887359689899 0.0835868911373737 0.00611187765247475 -0.00607491491689899 -0.659309592116667 -0.606793100151515 -0.75401945230303 -0.0256483096989899 -0.0789307564061111 0.082163496089899 -0.70994810379798 -0.642839666627273 -0.579620527478788 -0.0953189767722222 -0.0424081459060606 -0.0556613228575758 -0.733941115257576 -0.716353299126263 -0.715358641818182 -0.56833411675101 -0.614326377454545 -0.56833411675101 -0.614326377454545 -0.663144565966667 -0.626302305960101 -0.581261642571717 -0.626155662129697 -0.730864782378788 -0.707476828521212 -0.645734537631313 -0.506320391156566 -0.659532033916162 -0.654036248306667 -0.466298670467677 -0.644857545959596 -0.674120731307722 -0.629326860401515 -0.734465775308081 -0.674575997207071 -0.609033040979596 -0.772151009146465 -0.663525228784343 -0.642043649208939 -0.587217933571212 -0.726226342060606 -0.646762421016667 -0.616340393406566 -0.603443252690404 -0.683038764726768 -0.621138091371919 -0.635841381332323 -0.653958606511717 -0.673230720494949 -0.718871385552626 -0.713768868169192
"STANDING" 22 0.267565895829268 -0.016771104312122 -0.108849744982114 -0.408498997088862 -0.326700060089431 -0.551943490507317 0.503385126178862 0.0442736759186992 0.234681679495935 -0.938572531056911 -0.945180370293496 -0.929170545691057 0.0700672625147154 0.00930099346105691 -0.0131640140761789 -0.456687476 -0.417944389701626 -0.678143433821138 -0.00112339350162602 -0.10137018874878 0.0758043878666667 -0.619856056592683 -0.699934248861789 -0.547955275764228 -0.114427759866748 -0.0404541723047154 -0.0644152729899187 -0.625212511333333 -0.797747537235772 -0.663925946674797 -0.353264495414634 -0.469146190154634 -0.353264495414634 -0.469146190154634 -0.484983543582927 -0.457667435430488 -0.530408052165854 -0.58616042178374 -0.723727568292683 -0.768258152845528 -0.469793729799187 -0.350425993027642 -0.58511773696748 -0.386658942001626 -0.358594356956098 -0.57089997098374 -0.482177496374797 -0.438179681174797 -0.649840836666667 -0.479376250713415 -0.436851876529854 -0.705406665853659 -0.54222877499187 -0.706565563170732 -0.531747806138211 -0.645407507130081 -0.699201260894309 -0.596342575910569 -0.439651188565854 -0.572895500055285 -0.453431441817886 -0.468314812693496 -0.642492204065041 -0.621511307308943 -0.773520124878049 -0.779661007398374
"STANDING" 23 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.532754757205108 -0.56557562579215 -0.532754757205108 -0.56557562579215 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753 -0.623412641977151 -0.573942888021613 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.474767543716048 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258 -0.529029284118011 -0.657048917971505 -0.542663319457527 -0.583832309145968 -0.534657191683602 -0.632288527203763 -0.584111049810215 -0.593735302105376
"STANDING" 25 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.64709556105868 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.880682330706602 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 -0.722502919364303 -0.860669382640587 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276284 -0.74741022 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 -0.902628080757946 -0.831848667286064 -0.583377749713936 -0.659015505611247 -0.583377749713936 -0.659015505611247 -0.783445354474328 -0.780451867848411 -0.625733064258924 -0.68515279467066 -0.849630706259169 -0.872776184449878 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.529064652290954 -0.630224637674572 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.721707668572127 -0.870541516210269 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.690398481943765 -0.723584437530562 -0.771208929095355 -0.69501971 -0.695367928718826 -0.779190075892421 -0.783547229755501 -0.754236109755501 -0.697213120366748 -0.875970674743276 -0.877714953691932
"STANDING" 26 0.2730365808625 -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 0.0808743261341837 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.678386582086227 -0.778349460841837 -0.020659932105102 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.800675471045918 -0.703347205619898 -0.0988125627461224 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.836112175331633 -0.773101524821429 -0.600932264175765 -0.620355788665816 -0.600932264175765 -0.620355788665816 -0.694917859209184 -0.677426336392347 -0.694597662936224 -0.751833690215051 -0.798325916709184 -0.818279112908163 -0.65109030186199 -0.610425833240306 -0.724046087155612 -0.61349959767602 -0.600274809826275 -0.718490475765306 -0.699413168295663 -0.696726473912755 -0.76956529125 -0.694314518927551 -0.6803580612 -0.78604912494898 -0.703109561068878 -0.799353075357143 -0.689404846813776 -0.78740310059949 -0.803635337372449 -0.735942384438775 -0.6317569828625 -0.673917799546684 -0.679278323637755 -0.678025758312755 -0.770504884821429 -0.782624320831633 -0.823865297193878 -0.823991408418367
"STANDING" 27 0.275223067435897 -0.0162554117217949 -0.105403810015385 -0.990276643846154 -0.972196177948718 -0.969969877692308 0.788037331794872 0.0657218505 0.219701605211973 -0.985853734871795 -0.982492101538462 -0.969254340641026 0.0767283254358974 0.00997154866282051 -0.00266551938307692 -0.991831534358974 -0.985056905 -0.990225417948718 -0.0324471173435897 -0.0765120463525641 0.0809994171153846 -0.987584196794872 -0.983939928846154 -0.977847181794872 -0.0966434086025641 -0.0395641430128205 -0.0530710005410256 -0.992694551282051 -0.993396012564103 -0.992933121025641 -0.980278693846154 -0.973689910897436 -0.980278693846154 -0.973689910897436 -0.990332891538461 -0.990626418974359 -0.966683888076923 -0.973304104615385 -0.994198412051282 -0.993732153205128 -0.990202906025641 -0.975155754871795 -0.978848418461538 -0.990398788205128 -0.971690637564103 -0.967165568461538 -0.991782158076923 -0.985147330128205 -0.988521791666667 -0.992649861923077 -0.986093858717949 -0.990493986666667 -0.986118446282051 -0.985987914871795 -0.978988605384615 -0.988087790769231 -0.982843103974359 -0.979428019102564 -0.978168563846154 -0.974775499230769 -0.990108465769231 -0.990060928461538 -0.980589148974359 -0.97322665025641 -0.993693021410256 -0.993907993589744
"WALKING" 1 0.265696920582133 -0.0182981725176081 -0.10784573454611 -0.545795331328326 -0.367716218227378 -0.502645746562824 0.744867411573487 -0.0825562579855908 0.072339870389049 -0.959859435936599 -0.951150627458213 -0.925817590867435 0.0770930495126801 0.0165908438802305 -0.00910758730117003 -0.524721922818732 -0.470412403511239 -0.717322274881844 -0.0208764064320173 -0.0880722729400576 0.0862641666597983 -0.686555715201729 -0.450979810499568 -0.597496136795101 -0.0971120197265994 -0.0417164808293948 -0.0471393985477522 -0.637812687210375 -0.634472244550432 -0.664591977786455 -0.453632943768818 -0.497096402038329 -0.453632943768818 -0.497096402038329 -0.545431612066571 -0.515922167555159 -0.475404785802305 -0.499839593745821 -0.639517432642651 -0.652050770910663 -0.531895161258213 -0.406435448904438 -0.596411165253602 -0.553060616663401 -0.390150939647061 -0.498583091676081 -0.547348892435764 -0.507343617969859 -0.695305113832853 -0.543979776127867 -0.466251676533372 -0.737861932680115 -0.623219182311527 -0.505309434070029 -0.553529065425648 -0.708263420861671 -0.429825832648703 -0.650476162132565 -0.478448523354179 -0.589710231217867 -0.499075765624092 -0.541823079570029 -0.535002770337752 -0.566576670397695 -0.645970655298847 -0.685811262634006
"WALKING" 2 0.273113115788079 -0.0191323183174834 -0.115649958175497 -0.605586497159271 -0.428962986589404 -0.589360062210596 0.660782866688742 -0.147219886910411 0.235837864836424 -0.963015508245033 -0.960033560165563 -0.945365383907285 0.0785353156747351 0.00708771249764901 0.000755760748377483 -0.557809603123841 -0.491875889831788 -0.741885388311258 -0.0517030657821192 -0.0568420186817881 0.0872599422291391 -0.710648927815894 -0.722943674337748 -0.634888927843046 -0.0875587491668874 -0.0433986835453642 -0.0557541828188742 -0.671679103311258 -0.783595466728477 -0.674611933293046 -0.535281800541722 -0.552812545643709 -0.535281800541722 -0.552812545643709 -0.58777744543543 -0.512115278415232 -0.614771054893146 -0.680584887880795 -0.746559539039735 -0.740088733655629 -0.57377091142947 -0.432566581302351 -0.630081222124834 -0.619788102803311 -0.464723862913245 -0.600678614835099 -0.561682049622185 -0.50890379901457 -0.715745330403973 -0.595105612895033 -0.509147543673841 -0.767087015496689 -0.638717694593046 -0.722068978635762 -0.601594889654305 -0.734588540182119 -0.72716774102649 -0.683114494539735 -0.514569861316887 -0.646662308457285 -0.509746432970861 -0.518800797709272 -0.699742945221854 -0.725310337688742 -0.751615078360927 -0.744194981440397
"WALKING" 3 0.273428719636364 -0.017856067384956 -0.106492632429097 -0.623413602046921 -0.480015920697654 -0.653625579293255 0.707814353343108 -0.0260590480328739 0.0480937904190616 -0.966457565630499 -0.9445645371261 -0.926966278211144 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.635484688041056 -0.55721186773783 -0.796066240234604 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.699262195705865 -0.76302218170088 -0.709483440322581 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.689328428607038 -0.842659862111437 -0.743028500565982 -0.563140802770059 -0.591224780306452 -0.563140802770059 -0.591224780306452 -0.650182434328446 -0.607658214170381 -0.643150121648094 -0.674010290979472 -0.784056656246334 -0.80366136372434 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.623805015199413 -0.502753639795894 -0.657443765803519 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.559851186088408 -0.81080601659824 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.719276622702346 -0.758505287214076 -0.751008875659824 -0.579076453758064 -0.663079838985044 -0.604752108072727 -0.615643694857361 -0.716822144279179 -0.703839403007038 -0.810085498651026 -0.810032718739003
"WALKING" 4 0.277034464752577 -0.0133496817746907 -0.105916135927835 -0.68386446609433 -0.589609330539691 -0.741959040257732 0.731456509896907 0.072347989306416 0.193993433768041 -0.967576704329897 -0.94170652321134 -0.936724233273196 0.0780162237953608 -0.0010311298138299 -0.00737070069603093 -0.701066737438144 -0.670976701376289 -0.859502524793814 -0.0298726752979381 -0.0750086556675258 0.0956607416628866 -0.750915960835052 -0.828888294742268 -0.745904225824742 -0.10509869233866 -0.0410624426912371 -0.060866534304433 -0.778479585721649 -0.911436316752577 -0.790578254329897 -0.637532979814948 -0.670122122716495 -0.637532979814948 -0.670122122716495 -0.72234055742268 -0.71024608685567 -0.708221087886598 -0.749105473365979 -0.849581355824742 -0.870579517938144 -0.698994344226804 -0.610966605674742 -0.784964119020619 -0.679316495457474 -0.60587907902268 -0.739920171907216 -0.717973724971649 -0.684648403917526 -0.845383895412371 -0.710952957814433 -0.679116699128866 -0.872348615876289 -0.708097003278351 -0.851859241237113 -0.723913683350515 -0.765931837365979 -0.818105282886598 -0.778863649278351 -0.668273665958763 -0.724979750463917 -0.702045896773196 -0.723261097164948 -0.785172936701031 -0.769330760360825 -0.86760194427835 -0.884187806804124
"WALKING" 5 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.402724906078146 -0.646443640175497 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.94207867884106 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.506544358609603 -0.78456199486755 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.705638306688742 -0.606589817380795 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 -0.774114270364238 -0.564680771249007 -0.460866415568709 -0.52162345171192 -0.460866415568709 -0.52162345171192 -0.589313870006622 -0.589031268133113 -0.602770284825828 -0.664078383532781 -0.707383517582782 -0.734187493344371 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.422162171100331 -0.649351210748344 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.491500434303907 -0.798835563807947 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.702290390960265 -0.669353687483444 -0.528503022745033 -0.594259529756954 -0.573176177044172 -0.613485123609272 -0.677355755703311 -0.715731148145695 -0.748829309536424 -0.735610602483444
"WALKING" 6 0.269434151902542 -0.0163911123936864 -0.117900692084746 -0.647669170333475 -0.553142396078856 -0.789845077542373 0.670506153601695 0.0612321366461864 0.0584702778558475 -0.95651898940678 -0.952613166822034 -0.940646609533898 0.0866435091149576 0.00183060788194915 -0.000810930989618644 -0.667198721502542 -0.627357097410593 -0.871721440720339 -0.0342840234147034 -0.0772570116263983 0.104308754638941 -0.767068673052966 -0.761438068516949 -0.723490206153814 -0.0919680285336017 -0.0437656755737288 -0.0571513411507627 -0.739023005 -0.82004406309322 -0.70638507157161 -0.619147950475381 -0.626787109835169 -0.619147950475381 -0.626787109835169 -0.701327652220339 -0.659452354576271 -0.690488145614407 -0.722636443516102 -0.780046966228814 -0.79820274690678 -0.646620302652542 -0.578355099619068 -0.814738365169491 -0.649772161629703 -0.568609162121059 -0.793153623220339 -0.677779817705085 -0.66059454675 -0.859603672415254 -0.686677797992797 -0.616329704501695 -0.882511909533898 -0.710060816508475 -0.761625061822034 -0.668113881479237 -0.786180311132627 -0.76410811809322 -0.770467456313559 -0.631495453982373 -0.682816079716102 -0.652860664036017 -0.669980860496186 -0.73860950399661 -0.760907236300847 -0.802472022627119 -0.807005713601695
"WALKING_DOWNSTAIRS" 10 0.276238831213675 -0.0188857189162821 -0.112087661002564 -0.425216183982906 -0.386704550776068 -0.523113372540812 0.65835911957265 -0.165177771367521 0.164803653428303 -0.964245853333333 -0.95273087965812 -0.929729024405983 0.0804000423888889 0.0153774046898718 -0.0143982101450427 -0.414395232038462 -0.431961308787137 -0.690604755970085 -0.0144658378235897 -0.0863038250719359 0.089594378107906 -0.597873796746581 -0.492482432210256 -0.505981516216239 -0.11062834367265 -0.043380952132265 -0.0554261378425641 -0.632669178589744 -0.713441119059829 -0.611026435705128 -0.384739666615641 -0.44358190387041 -0.384739666615641 -0.44358190387041 -0.474897326746876 -0.416276937898718 -0.412441627912821 -0.541830959732991 -0.670402026880342 -0.714863988119658 -0.418694276739316 -0.380394009936325 -0.572754894505128 -0.429098457335897 -0.430554427691538 -0.537241875010256 -0.436761689484615 -0.450402445118248 -0.654781895967094 -0.444119132470983 -0.451626571504701 -0.726013573974359 -0.531727937426966 -0.564114631944444 -0.467504644086325 -0.621040868816239 -0.460535897286325 -0.565036981154701 -0.407807233704274 -0.552739646816667 -0.398398451363248 -0.446280697635769 -0.585222602952991 -0.593770651726496 -0.713252357820513 -0.737951108418803
"WALKING_DOWNSTAIRS" 12 0.277748612526882 -0.0182299075608413 -0.105735506451613 -0.638208440290323 -0.608983265026882 -0.682615496811828 0.749117763666667 -0.0295853747510753 0.197006986584086 -0.96330852155914 -0.959772033870968 -0.93954763188172 0.0799354253827957 0.00147809411698925 -0.0106609660939785 -0.650790264784946 -0.664699691132473 -0.777908761827957 -0.0575264551461828 -0.0714218698580645 0.100946227484946 -0.764316840252151 -0.774444433548387 -0.650750149365591 -0.073416747110215 -0.0421957057096774 -0.0617431983833333 -0.772069692150538 -0.829185586182796 -0.775458577365591 -0.613018446822043 -0.621456341182258 -0.613018446822043 -0.621456341182258 -0.684974084575269 -0.636898344297849 -0.66459948788172 -0.715896647204301 -0.807753381612903 -0.817815795430108 -0.637131722208064 -0.617370170090323 -0.705415178817204 -0.639348459586021 -0.63100314140914 -0.696665096612903 -0.659962097978441 -0.677425008402742 -0.758238879408602 -0.67299670577957 -0.674141468072581 -0.796308612258064 -0.71569500327957 -0.771175710268817 -0.666367678483871 -0.781057375053763 -0.779444961236559 -0.679272873655914 -0.617897670354839 -0.682955169813979 -0.638505427183871 -0.636955052134409 -0.752048340967742 -0.742461579639785 -0.819220973494624 -0.829129754193548
"WALKING_DOWNSTAIRS" 14 0.268742494553279 -0.0166371300659426 -0.0996007059877049 -0.493875900753279 -0.190356784144426 -0.0829789883191393 0.695710723688525 -0.165548427598361 -0.255499121995902 -0.933986522704918 -0.934878446827869 -0.903959498688525 0.0731636526834836 0.00468680247090164 -0.00109705214282787 -0.530799952657623 -0.459397679983197 -0.552000017954836 0.00779788388987705 -0.101356256508197 0.0483130820040984 -0.649305014086066 -0.216650778374795 -0.16936650962377 -0.109826852532898 -0.0439177837856107 -0.0418610459717213 -0.723150613606557 -0.60583333504918 -0.525451416913115 -0.29092762277541 -0.321676687545492 -0.29092762277541 -0.321676687545492 -0.487984706926639 -0.483221887802828 -0.245124405807746 -0.317377464295082 -0.608256767676639 -0.645034678692623 -0.503578578393852 -0.292774738243033 -0.272591149659836 -0.491090578268648 -0.194161740892213 -0.0598352898007787 -0.547228392966803 -0.475602672016393 -0.502642372690574 -0.556172286909426 -0.479636522397131 -0.601003772988115 -0.6115221855 -0.355248774921516 -0.247597875968033 -0.66393820870082 -0.15091173901873 -0.225729073181148 -0.33954605254918 -0.419458109257787 -0.472519023106762 -0.501922233672951 -0.408328310255328 -0.377012934062787 -0.632288075747377 -0.689381172221311
"WALKING_DOWNSTAIRS" 15 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.527285352000488 -0.557147874176037 -0.527285352000488 -0.557147874176037 -0.654799694757531 -0.625660376546646 -0.617721779796037 -0.675336960047866 -0.805282669512195 -0.837120078079268 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.711431340356707 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.845111060762195 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.751696527195122 -0.562948391223628 -0.623655618198171 -0.614817605125915 -0.643101167069512 -0.732394493841463 -0.695346839682927 -0.83680189402439 -0.849634463841463
"WALKING_DOWNSTAIRS" 16 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486339 -0.719647028238525 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.666962508246721 -0.712680990765301 -0.713167613706148 -0.729869398769672 -0.81712881920765 -0.802078223409836 -0.87277228273224 -0.886533212213115
